"OBJECTID","DCRAINTERNALNUMBER","ISSUE_DATE","PERMIT_ID","PERMIT_TYPE_NAME","PERMIT_SUBTYPE_NAME","PERMIT_CATEGORY_NAME","APPLICATION_STATUS_NAME","FULL_ADDRESS","DESC_OF_WORK","SSL","ZONING","PERMIT_APPLICANT","FEE_TYPE","FEES_PAID","OWNER_NAME","LASTMODIFIEDDATE","CITY","STATE","LATITUDE","LONGITUDE","XCOORD","YCOORD","ZIPCODE","MARADDRESSREPOSITORYID","DCSTATADDRESSKEY","DCSTATLOCATIONKEY","WARD","ANC","SMD","DISTRICT","PSA","NEIGHBORHOODCLUSTER","HOTSPOT2006NAME","HOTSPOT2005NAME","HOTSPOT2004NAME","BUSINESSIMPROVEMENTDISTRICT","YEAR"
223773,"111201076","2012-05-23T00:00:00.000Z","B1201076","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","402 EASTERN AVE NE UNIT B","NEW 2 STORY + ATTIC SINGLE FAMILY DWELLING, BUILDING TYPE A - SMALLER UNIT.","5260    0018","R-5-A","DIX STREET COOR  REVITALIZATION PARTNERS, LLC; DAVID FONTANA  MCKEEVER SERVICES CORP.","247.20 (NEW1);243.60 (FILINGFEE)","491","DIX STREET CORRIDOR REVITALIZATION PARTNERS, LLC","2016-01-12T13:10:11.000Z","WASHINGTON","DC",38.89496,-76.912409,407598.52,136349.51,"20019",150807,59507,59507,"7","7C","7C05","SIXTH","608","31","NONE","NONE","NONE","NONE",2012
223774,"111201080","2012-05-23T00:00:00.000Z","B1201080","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","402 EASTERN AVE NE UNIT D","NEW 2 STORY + ATTIC SINGLE FAMILY DWELLING, BUILDING TYPE A - SMALLER UNIT.","5260    0018","R-5-A","DIX STREET COOR  REVITALIZATION PARTNERS, LLC; DAVID FONTANA  MCKEEVER SERVICES CORP.","296.29 (NEW1);243.60 (NEW1)","540","DIX STREET CORRIDOR REVITALIZATION PARTNERS, LLC","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.89496,-76.912409,407598.52,136349.51,"20019",150807,59507,59507,"7","7C","7C05","SIXTH","608","31","NONE","NONE","NONE","NONE",2012
223776,"111201231","2012-05-23T00:00:00.000Z","B1201231","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","402 EASTERN AVE NE UNIT E","NEW 2 STORY + ATTIC SINGLE FAMILY DWELLING, BUILDING TYPE A - SMALLER UNIT.","5260    0018","R-5-A","DIX STREET COOR  REVITALIZATION PARTNERS, LLC; DAVID FONTANA  MCKEEVER SERVICES CORP.","296.29 (FILINGFEE);243.60 (FILINGFEE)","540","DIX STREET CORRIDOR REVITALIZATION PARTNERS, LLC","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.89496,-76.912409,407598.52,136349.51,"20019",150807,59507,59507,"7","7C","7C05","SIXTH","608","31","NONE","NONE","NONE","NONE",2012
223777,"111201233","2012-05-23T00:00:00.000Z","B1201233","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","408 EASTERN AVE NE UNIT A","NEW 2 STORY + ATTIC SINGLE FAMILY DWELLING, BUILDING TYPE A - SMALLER UNIT.","5260    0018","R-5-A","DIX STREET COOR  REVITALIZATION PARTNERS, LLC; DAVID FONTANA  MCKEEVER SERVICES CORP.",NA,"540","DISTRICT OF COLUMBIA","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.89499,-76.912836,407561.5,136352.78,"20019",148918,58005,58005,"7","7C","7C05","SIXTH","608","31","NONE","NONE","NONE","NONE",2012
223778,"111201237","2012-05-23T00:00:00.000Z","B1201237","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","408 EASTERN AVE NE UNIT B","NEW 2 STORY + ATTIC SINGLE FAMILY DWELLING, BUILDING TYPE A - SMALLER UNIT.","5260    0018","R-5-A","DIX STREET COOR  REVITALIZATION PARTNERS, LLC; DAVID FONTANA  MCKEEVER SERVICES CORP.","243.60 (FILINGFEE);296.29 (NEW1)","540","DIX STREET CORRIDOR REVITALIZATION PARTNERS, LLC","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.89499,-76.912836,407561.5,136352.78,"20019",148918,58005,58005,"7","7C","7C05","SIXTH","608","31","NONE","NONE","NONE","NONE",2012
223779,"111201245","2012-05-23T00:00:00.000Z","B1201245","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","408 EASTERN AVE NE UNIT E","NEW 2 STORY + ATTIC SINGLE FAMILY DWELLING, BUILDING TYPE A - SMALLER UNIT.","5260    0018","R-5-A","DIX STREET COOR  REVITALIZATION PARTNERS, LLC; DAVID FONTANA  MCKEEVER SERVICES CORP.","269.29 (NEW1);243.60 (FILINGFEE)","513","DIX STREET CORRIDOR REVITALIZATION PARTNERS, LLC","2016-01-12T13:10:11.000Z","WASHINGTON","DC",38.89499,-76.912836,407561.5,136352.78,"20019",148918,58005,58005,"7","7C","7C05","SIXTH","608","31","NONE","NONE","NONE","NONE",2012
223781,"111201389","2012-02-09T00:00:00.000Z","B1201389","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","5811 POTOMAC AVE NW","A NEW 3-FLOOR & CELLAR SINGLE FAMILY DWELLING WITH AN EXISTING 1-LEVEL FREE STANDING GARAGE IN THE REAR YARD AREA.","1454    0078","R-1-B","GRAHAM  WISNER; CATHIE  HARRISON","1241.46 (FILINGFEE)","2749","GRAHAM WISNER","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.934148,-77.112831,390217.27,140701.98,"20016",269021,112165,112165,"3","3D","3D04","SECOND","205","13","NONE","NONE","NONE","NONE",2012
223782,"111201401","2012-07-20T00:00:00.000Z","B1201401","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","3005 CHANCELLORS WAY NE","CONSTRUCT NEW SFD AS PART OF APPROVED PUD CASE 07-27. NEW UNIT TYPE A1 SFD WITH 1 CAR GARAGE. THIRD PARTY REVIEWED PLAN INCLUDE ARCH, STRUCTURAL AND MEP DETAILS. CLEARING, GRADING AND UTILITY WORK UNDER SEPERATE PERMITS. PROPERTY IS CURRENTLY VACANT LAND.","3648    0998","D/R-5-A","DAVID  FONTANA","0.28 (GRNEFEE);231.28 (NEW1);46.29 (NEWEFEE);231.64 (FILINGFEE);2.77 (NEW2)","512","SP ASSOCIATES II LLC","2016-01-12T13:10:11.000Z","WASHINGTON","DC",38.927623,-76.99751,400215.93,139971.7,"20017",309870,469138,403829,"5","5C","5C09","FIFTH","502","21","NONE","NONE","NONE","NONE",2012
223784,"111201430","2012-06-21T00:00:00.000Z","B1201430","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","105 PEABODY ST NE","CONSTRUCT NEW SINGLE FAMILY DWELLING DETACHED RESIDENCE.","3714    0126",NA,"CURT  ADKINS","10.26 (NEW2);65.00 (PROJECTION1);65.00 (ALTREPAIR);538.51 (NEW1);108.76 (NEWEFEE);6.50 (PROJECTEFEE);538.79 (FILINGFEE)","1333","6000 NEW HAMPSHIRE AVENUE LLC","2016-01-12T13:10:11.000Z","WASHINGTON","DC",38.962511,-77.005442,399528.32,143844.63,"20011",309949,469510,404130,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2012
223785,"111201717","2012-03-01T00:00:00.000Z","B1201717","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","200 STODDERT PL SE","PROJECT WILL CONSIST OF NEW INDOOR TENNIS COURT BUILDING (52,00 SF) IN A PRE-ENGINEERED METAL BUILDING WITH A 14,000 SF ADJACENT STRUCTURE TO HOUSE CLASSROOMS AND OFFICE. PROJECT INCLUDES SITEWORK TO CREATE BUILDING PAD, INCREASED PARKING, SITE IMPROVEMENTS AND UTILITIES FOR THE NEW 1-STORY BUILDING. PROJECT WILL ALSO INCLUDE REPLACEMENT OF EXISTING OUTDOOR TENNIS COURT WITH 9 NEW OUTDOOR COURTS AND TWO BASKETBALL COURTS.","5407    0807","R-5-A","KIM  MITCHELL","46107.31 (NEW1);20000.00 (FILINGFEE);6659.13 (NEWEFEE);484.00 (FILINGFEE)","73250","WASHINGTON TENNIS & EDUCATION FOUNDATION EAST INC.","2016-01-12T13:10:11.000Z","WASHINGTON","DC",38.888518,-76.947163,404584.03,135632.08,"20019",309622,467567,402456,"7","7A","7A02","SIXTH","603","32","NONE","NONE","NONE","NONE",2012
223786,"111201738","2012-07-20T00:00:00.000Z","B1201738","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","3009 CHANCELLORS WAY NE","CONSTRUCTION OF NEW SFD AS PART OF APPROVED PUD CASE 07-27. NEW UNIT TYPE A SFD WITH 1 CAE GARAGE. THIRD PARTY REVIEWED PLAN INCLUDES ARCHITECTRUAL, M, E, P DETAILS. CLEARING, GRADING AND UTILITY WORK UNDER SEPERATE PERMITSS. PROPERTY IS CURRENTLY VACANT LAND","3648    1000",NA,"DAVID  FONTANA","275.29 (NEW1);4.03 (NEW2);55.94 (NEWEFEE);0.40 (GRNEFEE);284.15 (FILINGFEE)","620","SP ASSOCIATES II, LLC","2016-01-12T13:10:11.000Z","WASHINGTON","DC",38.927623,-76.997402,400225.26,139971.63,"20017",309872,469142,403830,"5","5C","5C09","FIFTH","502","21","NONE","NONE","NONE","NONE",2012
223788,"111201744","2012-07-20T00:00:00.000Z","B1201744","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","3007 CHANCELLORS WAY NE","CONSTRUCT NEW SFD AS PART OF APPROVED PUD CASE 07-27. NEW UNIT TYPE A1 SFD WITH 1 CAR GARAGE. THIRD PARTY REVIEWED PLAN INCLUDE ARCH, STRUCTURAL AND MEP DETAILS. CLEARING, GRADING AND UTILITY WORK UNDER SEPERATE PERMITS. PROPERTY IS CURRENTLY VACANT LAND.","3648    0999","D/R-5-A","DAVID  FONTANA","2.77 (NEW2);231.64 (FILINGFEE);231.28 (NEW1);46.29 (NEWEFEE);0.28 (GRNEFEE)","512","SP ASSOCIATES II LLC","2016-01-12T13:10:11.000Z","WASHINGTON","DC",38.927624,-76.997449,400221.16,139971.78,"20017",309871,469140,403854,"5","5C","5C09","FIFTH","502","21","NONE","NONE","NONE","NONE",2012
223789,"111201754","2012-05-22T00:00:00.000Z","B1201754","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","3047 CHANCELLORS WAY NE","CONSTRUCT NEW SFD AS PART OF APPROVED PUD CASE 07-27. NEW UNIT TYPE B SFD WITH 1 CAR GARAGE. THIRD PARTY REVIEWED PLAN INCLUDE ARCH, STRUCTURAL AND MEP DETAILS. CLEARING, GRADING AND UTILITY WORK UNDER SEPERATE PERMITS. PROPERTY IS CURRENTLY VACANT LAND.","3648    1019",NA,"DAVID  FONTANA","326.57 (NEW1);4.53 (NEW2);0.45 (GRNEFEE);327.62 (FILINGFEE);65.42 (NEWEFEE)","725","SP ASSOCIATES II LLC","2016-01-12T13:10:11.000Z","WASHINGTON","DC",38.928368,-76.997493,400217.37,140054.39,"20017",309850,469098,403821,"5","5C","5C09","FIFTH","502","21","NONE","NONE","NONE","NONE",2012
224772,"111212825","2012-11-27T00:00:00.000Z","B1212825","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","104 PEABODY ST NE","CONSTRUCT NEW SINGLE FAMILY DETACHED RESIDENCE WITHIN PUD PER Z.C. ORDER 05-30","3719    0057",NA,"CURT  ADKINS","587.06 (NEW1);480.82 (NEW1)","1068","6000 NEW HAMPSHIRE AVENUE LLC","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.962871,-77.005396,399532.38,143884.52,"20011",310507,473076,407250,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2012
224773,"111212827","2012-11-26T00:00:00.000Z","B1212827","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","102 PEABODY ST NE","CONSTRUCT NEW SINGLE FAMILY DETACHED RESIDENCE WITHIN PUD PER Z.C. ORDER 05-30","3719    0058",NA,"CURT  ADKINS",NA,"1068","6000 NEW HAMPSHIRE AVENUE LLC","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.962874,-77.005558,399518.28,143884.83,"20011",310506,473088,407255,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2012
224774,"111212829","2012-11-27T00:00:00.000Z","B1212829","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","100 PEABODY ST NE","CONSTRUCT NEW SINGLE FAMILY DETACHED RESIDENCE WITHIN PUD PER Z.C. ORDER 05-30","3719    0059",NA,"CURT  ADKINS","480.82 (FILINGFEE);96.16 (NEWEFEE3);9.16 (NEW2);0.92 (GRNEFEE)","1068","6000 NEW HAMPSHIRE AVENUE LLC","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.962872,-77.005712,399504.96,143884.67,"20011",310505,213800,213800,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2012
224775,"111212833","2012-11-26T00:00:00.000Z","B1212833","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","96 PEABODY ST NE","CONSTRUCT NEW SINGLE FAMILY DETACHED RESIDENCE WITHIN PUD PER Z.C. ORDER 05-30","3719    0061",NA,"CURT  ADKINS",NA,"1068","6000 NEW HAMPSHIRE AVENUE LLC","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.962875,-77.006251,399458.26,143884.99,"20011",310503,473062,407244,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2012
224777,"111213025","2012-10-31T00:00:00.000Z","B1213025","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","861 NEW JERSEY AVE SE","THE VACANT RAIL YARDS PROPOSES TO INSTALL A TRIPLE-WIDE TRAILOR TO HOUSE THE OFFICES OF THE NEW JERSEY RR YARD FOR THE PURPOSE OF MONITORING AND PROVIDING SECURITY FOR THE RESTORATION OF THE VIRGINIA AVE. RR TUNNEL.","0695    0817",NA,"PHIL  SHERIDAN  PROJECT MANAGER","0.42 (GRNEFEE);34.90 (NEWEFEE);4.23 (NEW2);34.90 (REVISION);348.98 (NEW1);348.97 (FILINGFEE);34.90 (NEWEFEE3)","772","CONSOLIDATED RAIL CORPORATION","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.880208,-77.005811,399495.76,134708.27,"20003",310552,473426,407576,"6","6D","6D07","FIRST","106","27","NONE","NONE","NONE","CAPITOL RIVERFRONT BID",2012
224778,"111213140","2012-11-07T00:00:00.000Z","B1213140","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","3416 RESERVOIR RD NW","15X13 POST AND BEAM SCREENED ROOM WITH STANDING SEAM METAL ROOF","1291    0220","R-3","BRYCE  BLAIR","690.35 (NEW1);42.92 (NEW2);69.04 (NEWEFEE);4.29 (GRNEFEE)","807","WILLEM H BRAKEL","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.912536,-77.068467,394061.93,138299.04,"20007",273229,116022,116022,"2","2E","2E02","SECOND","206","4","NONE","NONE","NONE","NONE",2012
224779,"111213290","2012-08-21T00:00:00.000Z","B1213290","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","703 BURNS ST SE","3RD AND FINAL EXTENSION TO BUILDING PERMIT B1005630 TO EXPIRE 2/27/2013","5387    0020",NA,"703 ? 705 BURNS  NARESH MALKANI; NARESH MALKANI  IPLUS, INC","3.30 (NEWEFEE);33.00 (RENEWAL)","36","703 & 705 BURNS ST, S.E LLC NARESH MALKANI","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.879811,-76.94335,404915.39,134665.69,"20019",308525,414512,356009,"7","7E","7E01","SIXTH","605","33","NONE","NONE","NONE","NONE",2012
224786,"111213586","2012-12-12T00:00:00.000Z","B1213586","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2 M ST NE","REVISION OF 12 STORY APARTMENT BUILDING PERMIT NUMBER B1100292. THE FOLLOWING CHANGES WERE MADE TO THE PLANS: 1. 2ND CISTERN ADDED TO THE P-1 AND P-2 LEVELS ON PATTERSON STREET. 2. COMMON AREA RESTROOM LAYOUT CHANGES. 3. DOOR CHANGES. 3. ROOFTOP POOL INCREASED IN SIZE TO 1,001 SQUARE FEET.","0672    0258",NA,"PETER  ARMSTRONG","33.00 (REVISION);600.00 (REVISION);63.30 (NEWEFEE)","696","2 M STREET REDEVELOPMENT, LLC","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.905844,-77.008461,399266.09,137554.04,"20002",308422,457026,393048,"6","6C","6C04","FIFTH","506","25","NONE","NONE","NONE","NOMA BID",2012
224787,"111213629","2012-08-27T00:00:00.000Z","B1213629","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","5742 MACARTHUR BLVD NW","REVISE TO PERMIT NO B1104521 TO CORRECT THE WRONG CORRECT ADDRESS.  THE CORRECT ADDRESS IS 5742 MACARTHUR BLVD NW.  THE SCOPE OF WORK IS CORRECT ON THE ORIGINAL PERMIT B1104521.  THIS IS AN ADDRESS CHANGE ONLY.","1453    0078","R-1-B","PATRICIA  FOX; HW  HARTSHORN","33.00 (ALTREPAIR);3.30 (AAREFEE)","36","PATRICITA L FOX MCFARLAND","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.933629,-77.110403,390427.76,140644.22,"20016",309764,468707,403487,"3","3D","3D04","SECOND","205","13","NONE","NONE","NONE","NONE",2012
224790,"111214043","2012-09-06T00:00:00.000Z","B1214043","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","1837-1847 7TH ST NW","1ST EXTENSION TO BULDING PERMIT NO B1108244 FOR SIX MONTHS","0441    0868","ARTS/C-2-B","BROADCAST RESID  PARTNERS, LLC; KIM MITCHELL  CDKM CONSULTING LLC","33.00 (ALTREPAIR);3.30 (AAREFEE)","36","BROADCAST RESIDENTIAL PARTNERS, LLC","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.915002,-77.021701,398118.01,138570.79,"20001",238430,81410,81410,"1","1B","1B01","THIRD","306","3","NONE","NONE","NONE","NONE",2012
225225,"111205589","2012-11-27T00:00:00.000Z","B1205589","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","1550 7TH ST NW","CONSTRUCTION OF A NEW 8 STORY APARTMENT BUILDING WITH 1ST FLOOR RETAIL AND 2 BELOW GRADE PARKING LEVELS WITH PROJECTIONS OF BAYS, A ENTRANCE CANOPY, AND A ROOF TERRACE.","0421    0068",NA,"KELSEY GARDEN PROPERTY COMPANY, LLC; COLIN  CLARK","20000.00 (FILINGFEE);73.50 (GRNEFEE);734.97 (NEW2);11637.08 (NEWEFEE);96370.84 (NEW1)","128816","KELSEY GARDEN PROPERTY COMPANY, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.910356,-77.022189,398075.5,138055.13,"20001",310193,470792,405202,"6","2C","2C01","THIRD","308","7","NONE","NONE","NONE","NONE",2012
225226,"111205592","2012-04-26T00:00:00.000Z","B1205592","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","5001 HURST TER NW","NEW POOL HOUSE IN REAR YARD","1426    0015","CBUT/R-1-A","DANIEL  HARRISON","11.02 (NEWEFEE);55.10 (FILINGFEE);55.11 (NEW1)","121","MICHAEL E MAZER","2015-12-03T08:14:03.000Z","WASHINGTON","DC",38.928805,-77.099972,391331.54,140107.6,"20016",224181,66858,66858,"3","3D","3D05","SECOND","205","13","NONE","NONE","NONE","NONE",2012
225227,"111205622","2012-07-10T00:00:00.000Z","B1205622","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","910 S ST NW","3 STORY INFILL TOWNHOUSE","0363    0086",NA,NA,"480.00 (NEW1);96.00 (NEWEFEE);480.00 (FILINGFEE);0.02 (GRNEFEE);0.20 (NEW2)","1056","DISTRICT OF COLUMBIA","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.913884,-77.02445,397879.49,138446.81,"20001",310215,451449,387827,"6","2C","2C01","THIRD","307","7","NONE","NONE","NONE","NONE",2012
225228,"111205623","2012-07-10T00:00:00.000Z","B1205623","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","912 S ST NW","3-STORY IN FILL TOWNHOUSE","363 85","R-4","CATHIE  HARRISON","0.21 (GRNEFEE);592.80 (FILINGFEE);118.56 (NEWEFEE);592.80 (NEW1);2.08 (NEW2)","1306","1202 FAIRMONT STREET LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.913884,-77.024518,397873.59,138446.87,"20001",310216,471212,405611,"6","2C","2C01","THIRD","307","7","NONE","NONE","NONE","NONE",2012
225229,"111205637","2012-06-25T00:00:00.000Z","B1205637","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","628 14TH ST NE","A NEW TWO-UNIT 3-FLOOR & CELLAR FLAT BUILDING.","1028    0053","R-4","LEON  PAUL","6.16 (NEW2);569.43 (FILINGFEE);0.62 (GRNEFEE);113.89 (NEWEFEE);569.43 (NEW1)","1260","628 14TH ST LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.898108,-76.985801,401231.73,136695.3,"20002",3042,2980,2980,"6","6A","6A06","FIRST","108","25","NONE","NONE","NONE","NONE",2012
225230,"111205638","2012-06-25T00:00:00.000Z","B1205638","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","628 1/2 14TH ST NE","CONSTRUCTION OF NEW TWO-UNIT FLAT BUILDING.","1028    0053","R-4","LEON  PAUL","0.62 (GRNEFEE);6.16 (NEW2);569.43 (NEW1);113.89 (NEWEFEE);569.43 (FILINGFEE)","1260","628 14TH ST LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.898158,-76.985799,401231.89,136700.84,"20002",310200,470907,405320,"6","6A","6A06","FIRST","108","25","NONE","NONE","NONE","NONE",2012
225231,"111205651","2012-10-24T00:00:00.000Z","B1205651","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2201-2213 M ST NW","A NEW 238 GUESTROOM HOTEL WITH FULL SERVICE RESTAURANT AND KITCHEN, ROOF TOP OUTDOOR POOL, SECOND FLOOR GARDEN PATIO, 53 BELOW GROUND PARKING STRUCTURE.","0050    0087",NA,"DENNIS  MITCHELL","20000.00 (FILINGFEE)","56653","PERSTAR M STREET PARTNERS LLC","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.9055,-77.049064,395744.3,137516.99,"20037",243160,86142,86142,"2","2A","2A02","SECOND","208","5","NONE","NONE","NONE","NONE",2012
225232,"111205772","2012-07-31T00:00:00.000Z","B1205772","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","5323 D ST SE","NEW CONSTRUCTION - SFD. ELECTRICAL, PLUMBING, MECHANICAL DUCT WORK, DRIVEWAY, FENCE AS PER PLANS.","5300    0013","R-3","DISTRICT PROPERTIES; TAHER  -- DISTRICT PROPERTIES","408.00 (FILINGFEE);408.00 (NEW1);81.60 (NEWEFEE)","898","APRIL S DEGRAFF","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.883064,-76.925637,406452.1,135027.88,"20019",304050,418573,359440,"7","7E","7E06","SIXTH","604","33","NONE","NONE","NONE","NONE",2012
225233,"111205775","2012-06-27T00:00:00.000Z","B1205775","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","5300 E ST SE","A NEW 3-FLOOR SFD DETACHED STRUCTURE WITH ELECTRICAL, PLUMBING, MECHANICAL DUCT WORK, DRIVEWAY WITH 1 PARKING PAD 10 X 20 IN THE REAR OF THIS NEW STRUCTURE , ACCESS ON 53RD ST. SIDE (WEST) & A NEW FENCE AS PER PLANS.","5299               0","R-3","DISTRICT PROPERTIES; TAHER  -- DISTRICT PROPERTIES",NA,"904","DISTRICT PROPERTIES","2015-06-03T07:00:42.000Z","WASHINGTON","DC",38.882165,-76.926543,406373.51,134928.03,"20019",306708,203392,203392,"7","7E","7E06","SIXTH","604","33","NONE","NONE","NONE","NONE",2012
225235,"111206327","2012-05-17T00:00:00.000Z","B1206327","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","3835 HARRISON ST NW","A NEW SINGLE FAMILY DWELLING.","1852    0014","R-1-B","FOXHALL  DEVELOPMENT, LLC; CATHIE  HARRISON","1.28 (GRNEFEE);134.40 (NEWEFEE3);1344.00 (NEW1);134.40 (NEWEFEE);12.80 (NEW2);1344.00 (FILINGFEE)","2971","FOXHALL DEVELOPERS LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.9572,-77.076104,393403.74,143257.68,"20015",309620,467563,402454,"3","3E","3E04","SECOND","202","11","NONE","NONE","NONE","NONE",2012
225236,"111206588","2012-10-05T00:00:00.000Z","B1206588","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","5712 BROAD BRANCH RD NW","CONSTRUCT NEW SINGLE FAMILY HOME AND DETACHED GARAGE INCLUDING PATIO AND OTHER SITE IMPROVEMENTS AS SHOWN ON APPROVED PLANS","1997    0024",NA,"KAREN MARTINO  CAS ENGINEERING","1284.76 (NEW1);128.48 (NEWEFEE);8.58 (NEW2);43.12 (NEWEFEE3);0.86 (GRNEFEE);65.00 (REVISION);431.24 (FILINGFEE)","1962","MCCULLOUGH RESIDENTIAL LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.966458,-77.068975,394022.4,144284.95,"20015",310199,470913,405323,"3","3G","3G05","SECOND","201","10","NONE","NONE","NONE","NONE",2012
225237,"111206651","2012-11-13T00:00:00.000Z","B1206651","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","235 CARROLL ST NW","MINOR REVISIONS TO PERMITTED PLANS (MS81414). EXTENT & SIZE OF BASEMENT HAS BEEN DECREASED APPROX, BY 3000 SF. FLOOR/CEILING HEIGHTS IN BASEMENT & AT FIRST FLOOR HAS DECREASED, NUMBER OF DWELLING UNITS HAS DECREASED.
ELEVATIONS AS PER HPO STAMPED PAGES A2.00, A2.01 AND A2.02.","3353    0050",NA,"LEON  PAUL","467.00 (REVISION);50.00 (NEWEFEE);33.00 (REVISION)","550","FCP TAKOMA CENTRAL LLC","2015-09-10T14:51:55.000Z","WASHINGTON","DC",38.975124,-77.015375,398667.69,145244.88,"20012",245143,88339,88339,"4","4B","4B01","FOURTH","401","17","NONE","NONE","NONE","NONE",2012
225238,"111206751","2012-07-19T00:00:00.000Z","B1206751","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","3409 BROAD BRANCH TER NW","CONSTRUCT NEW HOUSE AND SITE APPURTENANCES PER APPROVED PLANS","2028    0008","R-1-B","WELTY HOMES, IN  WELTY HOMES, INC; KAREN MARTINO  CAS ENGINEERING","796.50 (FILINGFEE);12.74 (NEW2);79.65 (NEWEFEE);1.27 (GRNEFEE);796.50 (NEW1);79.65 (NEWEFEE3)","1766","DHRUV KUMAR","2016-01-18T08:15:12.000Z","WASHINGTON","DC",38.956499,-77.067203,394175.15,143179.31,"20008",220457,63192,63192,"3","3F","3F03","SECOND","203","12","NONE","NONE","NONE","NONE",2012
225239,"111206820","2012-09-17T00:00:00.000Z","B1206820","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","1212 4TH ST SE","CONSTRUCTION OF NEW MIXED USE BUILDING.","0771    0012",NA,"CHRIS  FLACK","24.00 (GRNEFEE);18000.00 (NEW1);240.00 (NEW2);18000.00 (FILINGFEE);1800.00 (NEWEFEE3);1800.00 (NEWEFEE)","39864","UNITED STATES OF AMERICA","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.875744,-77.000242,399979.03,134212.74,"20003",309485,466677,401689,"6","6D","6D07","FIRST","106","27","NONE","NONE","NONE","CAPITOL RIVERFRONT BID",2012
